State,County,FIPS Code,Geographic Coordinates,Life Expectancy,Self-Reported Physical Health,Self-Reported Mental Health,Alcohol Abuse,Current Diabetes,Current Adult Asthma,Stroke,COPD,CHD,Cancer,High Blood Pressure ,Cholesterol Screening,Routine Doctor Visit,Colonoscopy,Mammogram,Older Men Preventive Screening,Older Women Preventive Screening,Dental Exams,Proximity to Nursing Homes,Medically Underserved Areas,Current Lack of Health Insurance,Proximity to hospitals ,Below Poverty,Unemployed,Low Income,No High School Diploma,Religious Organizations,Civic and Social Organizations,Aged 65 or Older,Aged 17 or Younger,Civilian with a Disability,Single-Parent Households,Minority,Speaks English Less than Well,Redlining,Multi-Unit Structures,Mobile Homes,Crowding,No Vehicle,Group Quarters,Housing Foreclosure Risk,Percent of Housing Units Built Between 1940-1969 as of 2015-2019,Flooding risk to roads,Lane miles per capita,Road Quality and Maintenance,Public Transit Performance,Bridge Quality and Maintenance,Walkability,Bikability,Residential Energy Cost Burden,EV Charging Stations,Modified Retail Food Environment Index,Indoor Plumbing,Percent of Household with no internet access,Percent of household with smartphone but no other device.,Housing Affordability (renters),Housing Affordability (owners),Public Library Locations,HUD Public Housing,Total vehicle miles traveled per capita,Passenger vehicle miles traveled per capita,Truck vehicle miles traveled per capita,Heavy Duty Vehicle vehicle miles traveled per capita,Proximity to Ports,Rail Crossings,Traffic Proximity and Volume,National Transportation Noise Map,Risk-Screening Environmental Indicators (RSEI) ,Air Tox Respiratory,Air Tox Neurological,Air Tox Liver,Air Tox Developmental,Air Tox Reproductive,Air Tox Kidney,Air Tox Immunological,Air Tox Thyroid,Air Tox Total Cancer Risk,Lead Paint: % housing units built before 1960,Superfund Sites,Brownfields,Stream Toxicity Risk-Screening Environmental Indicators (RSEI),NPL sites,Hazardous Waste Management Facilities (TSDFs) ,Facilities with Enforcement or Violation,TSCA Facilities ,Risk Management Plan Facilities,Chemical Manufacturers,Metal Recyclers,Annual average PM2.5 concentrations,NO2 concentration,Ozone concentration,Parks and Greenspace,Impermeable Surfaces,Forest Land Cover,Increased PM2.5 mortality - CVD (ages 65+),Increase in childhood asthma incidence,Expected Annual Loss - Agriculture Value,Expected Annual Loss - Building Value,Expected Annual Loss - Population Equivalence ,Methane Emissions,Days with maximum temperature above 35C,Days with maximum temperature above 40C,Frost Days,Maximum of maximum temperatures,Mean temperature,Urban Heat Island Extreme Heat Days,Consecutive Dry Days,Wildfire - Annualized Frequency,Surface PM2.5,Snowfall,Standardized Precip Index,Total Precipitation,Riverine Flooding - Annualized Frequency,Tornado - Annualized Frequency
MI,Wayne,26163515300,"+42.3532902,-083.0005510",66.7,26.3,18.9,11.1,26.1,16,9.5,15.6,13.5,8.3,58.3,42.8,86.7,59.8,81.2,24,21.6,49.5,9.800638318,2,15.6,6,0.9808,0.9136,0.7672,0.9348,2.936378,0.3262643,0.6655,0.0492,0.9985,0.4396,0.8874,0.3103,3,0.9716,0,0.3792,0.9819,0.9161,29.1,27.82,1.44,0,161.17,6.9,,65,76,4,11.00349576,11,,46.5,9.5,240,10,0.017667214,,8.58,8.43,0.09,0.06,,0,730.6668043,51.5491714,1640,0.3,0.05,0.02,0.06,0.07,0.02,0.03,0.004,30,94.32316445,,33.40386264,0.000103142,0.058486217,2.234808747,5.596161524,0.467873747,0.988968525,0.970305735,0.720420265,8.6,4.966,39.59,0,67.6,0,-0.00031,-0.000169,0,23132.29605,30890.35888,6.70032E+11,10.16675359,2.496044305,-36.06362148,3.642207034,3.744826411,12.66666667,-0.025677575,0,-2.480725798,-0.14818352,42.44440732,7.674984653,0,0.000535586
MI,Wayne,26163515400,"+42.3609676,-082.9963793",76.6,13.3,12.1,17.3,12.8,11.8,3.9,7.2,6.7,7.3,42.2,36.2,83.7,71.9,81.7,36.4,33.7,73.2,10.38195915,2,7.8,6.57,0.498,0.4601,0.278,0.5162,1.839362,0.6131208,0.7814,0.3101,0.577,0.293,0.7255,0.2767,3,0.8231,0.4938,0.627,0.8953,0.6536,25,20.18,1.45,0,142.46,6.9,,69,71,3,2.711652712,10,0.069682881,15,2,25,20,,,11.33,10.99,0.17,0.17,,0,644.374167,51.5548096,1230,0.3,0.05,0.02,0.06,0.08,0.02,0.03,0.004,30,82.02967049,,34.30659599,7.80279E-05,0.061888905,2.259470132,6.140902996,0.58389418,1.235886867,1.565220926,0.900629717,8.5,4.922,39.71,1,49.3,0,-0.00024,-0.0000795,0,12872.87928,13332.11595,4.16263E+11,9.224861483,2.215695402,-35.98546835,3.673293277,3.740878224,12.33333333,-0.10656581,7.84336E-07,-2.594184042,-0.150996597,44.13659054,7.609494547,0,0.000549551
MI,Wayne,26163515600,"+42.3639483,-082.9917654",69.2,21.5,18.9,14.3,20,15.3,6.7,11.6,9.1,6.1,51.7,36.9,84.5,60.3,81.2,24.9,22,51.2,10.20193577,2,15.7,,0.8782,0.9156,0.8705,0.8504,7.493188,0,0.3513,0.5681,0.8789,0.7888,0.9504,0,3,0.9133,0.4938,0.7664,0.9662,0,35.4,34.51,1.45,0,163.88,6.9,,47,61,6,1.552973376,17,0.073805274,37.2,11.1,65,30,,,17.06,16.66,0.2,0.2,,0,950.1672503,,619,0.3,0.04,0.02,0.06,0.07,0.02,0.03,0.004,30,92.77509505,,32.21151034,7.52141E-05,0.06365055,1.956521375,5.845783281,0.484050546,1.662128667,1.669500959,0.861192054,8.367,4.886,39.69,1,56.3,0,-0.00032,-0.000125,0,7491.493843,13730.2488,3.18569E+11,8.862463951,2.107829809,-35.95539856,3.685253859,3.73935914,12.33333333,-0.137687949,8.42873E-07,-2.637837648,-0.152078941,44.7876662,7.584296912,0,0.000544664
MI,Wayne,26163515700,"+42.3530390,-082.9871415",,16.5,11.7,11.4,19.7,12.8,6.5,9.6,9.9,10,54.9,42,88.7,73.6,82.8,32.6,29.5,69.6,8.427069607,2,8.3,7.63,0.6504,0.0142,0.1751,0.5553,1.381216,0,0.9699,0,0.9946,0,0.7961,0.2767,3,0.9956,0,0.2418,0.94,0,49.4,57.74,1.38,0,181.16,6.9,,56,63,2,3.620352015,17,0.062432624,30.3,3.4,280,30,,0.123520486,8.88,8.69,0.11,0.07,,0,1119.56117,55.0742912,2750,0.3,0.04,0.02,0.06,0.07,0.01,0.03,0.004,30,84.79366344,,26.65309807,0.000175909,0.060395531,1.471068085,4.841186829,0.111009455,1.337771883,0.905465605,0.269564384,8.622,4.727,39.71,7,33.9,0,-0.00028,,0.782734277,83408.38174,40419.11961,3.27905E+11,8.897069344,2.11812991,-35.95826993,3.684111741,3.739504198,12.33333333,-0.134716092,0,-2.633669159,-0.151975588,44.72549489,7.586703038,2.541666666,0.000727184
MI,Wayne,26163515900,"+42.3829752,-083.0169292",73.2,23.9,20.3,13.4,22.2,15.8,7.9,13.4,10.9,6.2,53.1,37.8,84.6,57.1,80.3,22.1,20.6,45.8,8.686885027,2,18,,0.954,0.9917,0.9289,0.8972,1.823708,0,0.4709,0.081,0.9809,0.7063,0.9828,0,3,0.3377,0,0.7075,0.913,0.7097,70.8,48.61,1.3,0.01,136.53,6.9,0.25,48,52,8,2.428892329,,0.645972695,34.3,17,75,55,0.384140262,,313.32,296.9,3.5,12.91,,0,3344.3415,,863,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.004,30,88.21934406,,40.61962891,,0.064822684,4.713610951,8.666456663,2.215985795,1.511444177,4.744229126,3.503491218,8.2,4.892,39.71,2,61.9,0,-0.00033,-0.0000855,0,8238.005275,16247.88456,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,17.66666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000597149
MI,Wayne,26163516000,"+42.3714831,-083.0093251",66.2,19.6,17.6,14.4,18.4,14.8,6.3,10.3,8.6,6.4,48.1,35,85.1,62.6,81.1,26.1,23.8,55.8,10.63761246,2,14.3,5.71,0.8743,0.8244,0.8696,0.8326,4.512126,0,0.7678,0.0539,0.9757,0.4782,0.9025,0,3,0.4655,0,0.3397,0.9496,0.912,66.3,38.97,1.44,0,119.9,6.9,,54,67,10,4.315768972,,0.335716023,45.6,10.5,70,60,0.165022002,,14.91,14.37,0.25,0.3,,0,804.2938369,52.1762314,1790,0.3,0.05,0.02,0.07,0.08,0.02,0.03,0.004,30,89.79183178,,42.0799263,1.38155E-05,0.063459199,3.968333515,8.49279019,1.78758093,1.289701349,3.144905537,2.004755062,8.25,5.051,39.77,5,56.7,0,-0.00032,-0.000112,0,16430.47336,30136.98914,9.40169E+11,11.16994694,2.794639178,-36.14686106,3.609097603,3.749031557,14.33333333,0.060475116,0,-2.359883342,-0.145187359,40.64209159,7.744737059,0,0.000618973
MI,Wayne,26163516100,"+42.3756603,-083.0258411",,24.7,19.8,12.8,23.9,15.6,8.3,13.4,11.5,6.6,53.6,38,85.5,57.8,82.3,22.7,20,46.8,9.128783196,2,15.9,,0.9836,0.9986,0.9659,0.6536,8.547009,0,0.6191,0.0926,0.9732,0.7387,0.9854,0,3,0,0,0,0.9747,0,33.9,50,1.25,0.01,151.18,6.9,0.67,45,75,9,11.31641318,18,0.704137681,52.8,7,40,30,0.759463795,,173.44,166,1.64,5.79,,2,3098.957883,,392,0.3,0.05,0.02,0.08,0.09,0.02,0.03,0.005,30,85.99385828,,51.56960705,,0.062090128,5.977912593,10.11692607,2.488563902,1.417543597,4.338338273,3.313604846,8.1,4.939,39.61,2,69.5,0,-0.00033,-0.000105,0,12722.35319,7274.549405,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.66666667,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000607691
MI,Wayne,26163516200,"+42.3661558,-083.0189390",,26.5,22.1,12.7,24,16.9,8.6,15,11.6,6.2,54.2,38.7,84.7,54.8,80.7,21.7,19.5,42.8,10.35233688,1,19,,0.9967,0.9964,0.9764,0.9503,7.490637,0,0.6772,0.9203,0.948,0.9716,0.973,0,3,0.5328,0,0.8431,0.9542,0.8698,34.8,52.69,1.31,0.01,113.52,6.9,,42,71,11,18.01764761,30,0.391637832,41.7,25.6,85,10,0.415210043,,52.73,50.01,1.01,1.71,,1,1440.186781,,252,0.3,0.05,0.02,0.07,0.09,0.02,0.03,0.005,30,90.32892692,,49.9966398,3.03495E-05,0.060319145,5.491509794,9.429652078,2.052159071,1.295132119,2.673443476,2.143163959,8.267,5.097,39.63,2,69.8,0,-0.00033,-0.000127,0,7512.143914,7644.832244,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000533619
MI,Wayne,26163516300,"+42.3595713,-083.0152242",,30.4,22.7,11.4,28.1,16.9,10.9,18.3,15.5,7.2,58.3,41.8,85.3,52.1,80.6,19.9,17,38,10.24853837,2,20.1,,0.9902,0.8818,0.961,0.9188,3.053435,0,0.8288,0.098,0.8552,0.3022,0.8592,0,3,0.5642,0,0.8796,0.9688,0.9781,30.5,18.82,1.31,0,104.19,6.9,,51,58,10,21.59865488,14,0.154040093,77.2,6.5,70,30,0.320656491,,24.31,23.59,0.33,0.39,,2,501.8883902,,357,0.3,0.05,0.02,0.07,0.08,0.02,0.03,0.004,30,95.57156029,,45.29195731,5.08442E-05,0.05908403,3.737878952,8.346554995,1.613845304,1.230977925,1.783889771,1.738367762,8.438,5.083,39.61,0,70.9,0,-0.00026,0,0,11576.99237,8796.385489,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000533619
MI,Wayne,26163516400,"+42.3508558,-083.0096137",64.6,18.8,16.5,14.5,18.2,14.2,6.1,10,9,6.3,47.5,35.5,84.5,62.1,82.7,27.5,24.9,56.7,9.531691313,2,13.3,5.01,0.8732,0.7121,0.6032,0.6926,14.05405,1.081081,0.5816,0.2304,0.9451,0.8932,0.8165,0,3,0.8685,0,0,0.8602,0.882,24.5,20.87,1.31,0,159.03,6.9,,43,84,5,23.81113962,11,0.05900136,24,0,20,15,0.15194906,,29.39,29.03,0.22,0.15,,5,751.7247121,51.3019791,1010,0.3,0.05,0.02,0.07,0.08,0.02,0.04,0.004,30,84.9505384,,37.51217728,9.75812E-05,0.056986677,2.770120033,6.321026715,0.822355766,0.855576322,0.771915597,0.906625745,8.567,5.001,39.57,1,69.3,0,-0.00031,-0.00012,0,13425.64419,10826.33502,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000566208
MI,Wayne,26163516500,"+42.3375655,-083.0148583",74,11,12.2,19.1,10.6,11.8,3.1,5.1,4.7,5.4,36.4,29.8,82.8,71.9,84.1,36,33.2,73.3,6.616390995,1,7.7,4.96,0.6884,0.8068,0.1337,0.1091,2.326934,2.908668,0.4828,0.0468,0.543,0.1797,0.7969,0,4,0.9897,0,0,0.8264,0,49.7,6.86,1.31,0,185.01,6.9,,67,72,1,34.23046207,5,,14.6,7.8,105,10,0.192824325,,23.57,23.08,0.29,0.2,,5,1736.727778,53.4724617,1580,0.3,0.04,0.02,0.07,0.07,0.02,0.04,0.004,30,87.40574841,0.095627718,33.20045648,0.00019292,0.052481769,1.994366211,4.023229267,0.326109588,0.572568535,0.249869005,0.184593735,8.978,4.859,39.48,7,44.2,0,-0.00026,-0.000113,1.679270228,27086.71524,14442.68157,9.36718E+11,11.15712054,2.790821474,-36.14579679,3.609520926,3.748977792,14.33333333,0.059373605,0,-2.361428381,-0.145225667,40.66513522,7.743845235,2.541666666,0.000742379
MI,Wayne,26163516600,"+42.3413645,-083.0201887",70.2,24.3,21.5,11.9,22.1,17.1,7.8,13.7,10.2,6.2,51.7,37.5,85.3,60.6,82.7,22.7,21.4,46.5,7.318784237,2,16.9,4.14,0.9909,0.9934,0.9703,0.7829,0.811359,0,0.3862,0.9931,0.9082,0.9985,0.9742,0,4,0.8797,0,0.6475,0.969,0,25.1,36.97,1.31,0,192.37,6.9,,77,79,6,42.11627361,8,,35.9,16.3,225,25,0.308071823,,23.67,23.37,0.18,0.12,,1,1452.310228,51.9493408,1520,0.3,0.03,0.02,0.07,0.08,0.02,0.03,0.005,30,83.16060599,,40.07505689,0.00011276,0.051967319,2.368844613,5.287023681,0.617934823,0.612243859,0.212049831,0.534328305,8.667,4.97,39.35,3,75,0,-0.00032,-0.000173,0,12384.22494,20430.29072,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,1.47829E-07,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000533619
MI,Wayne,26163516700,"+42.3483954,-083.0210206",73.4,17,15.3,13.5,17.2,14.6,5.5,8.8,7.5,7,49.6,36.3,86.6,69.8,82.7,29.5,28,63.4,8.602639712,2,11,3.78,0.8511,0.9797,0.6691,0.5792,0.6335129,0,0.8177,0.2304,0.9877,0.9358,0.9705,0.4326,4,0.9012,0,0,0.9612,0,22.7,15.96,1.31,0,,6.9,,45,51,3,38.13414907,7,0.019551396,43.3,5.5,195,4,0.436949156,,6.11,6.11,0,0,,0,46.794371,50.7059898,2230,0.3,0.03,0.02,0.07,0.08,0.02,0.03,0.005,30,81.80257383,,46.23528344,7.26254E-05,0.0536921,2.766261593,7.002660238,1.100088273,0.829721863,0.409219034,1.162420158,8.8,5.073,39.41,0,46.7,0,-0.00033,-0.0000746,0,14221.21371,29436.64277,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,1.77074E-06,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000588154
MI,Wayne,26163516800,"+42.3560005,-083.0254934",,24.1,19.5,13.6,23.2,15,8,13.3,11.3,6.4,51.1,36.8,84.8,57.9,81.8,22.5,20.6,46.5,8.88947382,2,16.5,3.25,0.97,0.9637,0.9586,0.5867,13.10616,3.931848,0.3973,0.1735,0.9899,0.4476,0.8858,0,4,0.5163,0,0.7715,0.9502,0.9395,35.3,27.34,1.31,0.01,141.29,6.9,,57,70,10,38.89173109,17,0.164615721,45.7,19.3,30,10,0.567054236,,97.44,93.41,1.42,2.61,,0,1317.057255,53.6123505,884,0.3,0.05,0.02,0.08,0.09,0.02,0.03,0.005,30,87.26219695,0.040789347,54.24008719,4.1042E-05,0.056302772,4.023377088,8.966695786,1.716314173,1.289607423,1.244190184,1.763685429,8.5,5.079,39.45,5,64.1,0,-0.00033,-0.0000785,0,7882.418345,10302.24215,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000560062
MI,Wayne,26163516900,"+42.3446547,-083.0302450",73,21.9,14.6,10,24.9,14.4,8.6,13,12.5,10.1,59.5,43.7,89.2,69.2,81.5,28.2,26.4,60.1,7.135645458,1,11.5,2.91,0.8407,0.9819,0.6195,0.7413,1.348921,0,0.9874,0.0269,0.9948,0.0489,0.8994,0,4,0.9601,0,0.2418,0.9724,0,19.7,37.85,1.31,0,260.48,6.9,0.67,67,62,4,50.76029205,23,0.006769265,44.7,9.9,340,40,0.573166983,,5.84,5.72,0.04,0.08,,0,235.071612,49.9923286,1920,0.3,0.03,0.02,0.07,0.08,0.02,0.03,0.005,30,89.2320645,0.083999163,50.53622164,7.36696E-05,0.052258575,2.892373825,7.229019523,1.023594029,0.765832073,0.299316441,0.967987044,8.746,5.057,39.16,3,58,0,-0.0003,-0.0000624,0,13198.1971,19744.02144,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,3.49258E-06,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000533619
MI,Wayne,26163517000,"+42.3408105,-083.0361037",79,10.9,10.6,17.7,12,11,3.6,5.5,6,7.1,39.6,33.1,83.9,74.8,83.3,37,34.1,75.7,5.521860361,1,7.1,2.62,0.4701,0.2193,0.2138,0.1957,0.8695652,0,0.7304,0.0197,0.4635,0.0454,0.7756,0,4,0.9843,0,0.513,0.8351,0,19.1,85.15,1.31,0,196.36,6.9,,88,65,2,56.81041845,8,,14.1,3.3,210,0,0.627701839,,11.08,10.71,0.14,0.23,,1,1026.774232,54.6865387,960,0.3,0.03,0.02,0.07,0.08,0.02,0.03,0.006,30,88.55533997,0.160890349,54.4271787,8.2461E-05,0.050661766,3.206865978,7.408063889,0.919894407,0.686967774,0.326002545,0.877488494,8.667,5.193,39.02,3,66.8,0,-0.00027,-0.000139,0,21896.32465,23464.44364,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000533619
MI,Wayne,26163517100,"+42.3358287,-083.0330442",79,14.1,11.3,13.3,16.6,12.3,5,7.5,7.6,8.5,49.1,38.1,87.7,74.6,83.9,33.8,32.5,72.8,4.905163606,1,7.7,3.36,0.56,0.4988,0.2,0.2305,0,0.8673027,0.9297,0.0197,0.8098,0.0701,0.7598,0,4,0.9706,0,0.5416,0.8726,0,20.4,68.62,1.31,0,184.89,6.9,0.5,83,84,2,53.52792613,0,,19.5,2.9,80,15,0.482305095,,20.91,20.66,0.15,0.1,,0,2740.757084,54.0279617,746,0.3,0.03,0.02,0.07,0.08,0.02,0.03,0.005,30,75.58080889,0.101378612,46.46509361,0.000129257,0.049869712,2.362691911,5.85665071,0.559679846,0.429226712,0.106902827,0.475234816,8.933,5.05,36.58,3,70.5,0,-0.00027,-0.000162,0,9277.397924,10561.33202,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000533619
MI,Wayne,26163517200,"+42.3338393,-083.0390113",73.6,12.3,15.4,23.9,8.9,11.7,2.7,5.9,4.4,3.9,30.9,26.4,77.5,65.8,80.9,32.6,30.3,64.5,3.032057044,2,13.2,3.17,0.6252,0.368,0.3799,0.7808,5.840634,5.840634,0.0251,0.0152,0.2848,0.0454,0.775,0.2767,4,0.9936,0,0.3397,0.9351,0.9906,87.2,11.52,1.65,0.01,205.06,6.9,0.1,89,68,1,56.65375068,4,,12.1,6.2,110,0,0.528512635,,101.92,97.54,1.25,3.13,,0,5510.864963,54.40802,2120,0.3,0.03,0.02,0.08,0.09,0.02,0.03,0.006,30,81.72663028,0.288011632,48.25140866,0.000130335,0.048249454,2.797826875,5.727182368,0.562034622,0.635273524,0.32412527,0.493466037,8.8,5.089,39.27,9,72.8,0,-0.00024,-0.0000321,9.258513413,122133.1355,14402.64606,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,2.541666666,0.000701885
MI,Wayne,26163517300,"+42.3456895,-083.0505419",77.8,19.5,19,15.5,16.5,14.9,5.4,10.1,7.7,5.6,44,33.8,82.3,62.8,82.7,26.1,24.4,54.4,4.317714877,2,13.6,0.98,0.9756,0.9468,0.5796,0.6838,1.230012,0,0.2339,0.7513,0.6284,0.9392,0.8135,0,4,0.9089,0,0.6658,0.9329,0.8846,54.8,2.3,1.16,0,151.37,6.9,,74,73,3,62.88557167,,0.06604203,23,13.8,165,0,0.876135193,0.127637674,64.74,60.5,1.15,3.08,,0,5875.863869,54.4435196,1310,0.3,0.04,0.02,0.07,0.09,0.02,0.03,0.007,30,80.69530905,0.532212245,65.19584105,4.8644E-05,0.049945217,7.81001749,9.206910981,1.228708406,1.308713637,0.813884757,1.22479353,8.5,5.249,38.92,3,75.3,0,-0.00031,-0.00013,0,17206.82905,19217.92648,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000541352
MI,Wayne,26163517500,"+42.3541327,-083.0560746",67.4,25.6,19.4,11.9,25.3,15.3,9.1,14.7,13.3,7.6,55.1,42,84.9,60.4,81.9,23.1,20.7,48.4,4.604622382,2,15.5,0.21,0.9805,0.9424,0.9255,0.7891,3.636364,2.181818,0.8651,0.0602,0.9625,0.3595,0.8854,0,4,0.973,0,0.6475,0.9855,0.8379,18.3,19.9,1.16,0,140.36,6.9,,86,92,4,57.65630086,13,0.249676368,45.8,18.2,455,10,1.027406966,,51.63,48.78,0.95,1.9,,0,5828.599203,52.0252609,2380,0.3,0.04,0.02,0.08,0.1,0.02,0.04,0.007,30,83.33063645,0.597104749,69.19750742,5.9921E-07,0.051253188,9.984785907,10.8312108,1.662936777,1.619624336,1.736250914,1.628968315,8.267,5.219,38.99,1,83.4,0,-0.00032,-0.00014,0,143101.5679,21738.80213,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000575421
MI,Wayne,26163518000,"+42.3624987,-083.0613713",,14.5,16.5,18.4,12.8,13.3,4.1,7.3,6,5.1,37.8,31.2,81.3,68.2,83.1,28.4,27.5,64.4,4.789272096,2,10.9,1.56,0.8583,0.8375,0.3521,0.5944,1.098097,0.3660322,0.4523,0.0214,0.7648,0.2839,0.7777,0,3,0.9412,0,0.3397,0.9136,0.9415,55.9,13.23,1.14,0,121.24,6.9,0.38,81,76,2,46.11201973,10,0.502364722,30.3,2.1,270,10,1.343522602,,105.44,99.06,1.87,4.51,,0,7194.10462,53.4215202,3010,0.3,0.06,0.03,0.08,0.1,0.02,0.04,0.006,30,81.12312046,0.581359103,68.49216885,,0.051918837,7.887050791,11.69593557,2.028121101,1.39122692,3.265564548,2.126434743,8,5.181,39.02,1,75.6,0,-0.00031,0,0,24723.56672,22428.04775,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000542875
MI,Wayne,26163518400,"+42.3698286,-083.0441079",,24.2,20,14.6,21.6,15,7.3,14.4,11.3,6.5,52.4,40.2,82.7,58.1,76.8,23.3,23.9,46.8,7.293689768,2,17.8,,0.9897,0.9991,0.9816,0.882,23.89079,0,0.5566,0.04,0.9653,0.3347,0.7407,0,3,0.5022,0.6489,0,0.9815,0,71.6,15.67,1.23,0.01,198.31,6.9,0.33,41,71,14,31.33956285,14,0.720278596,60.2,14.1,25,4,1.306646844,,187.54,179.15,1.51,6.87,,1,2097.226938,,238,0.3,0.05,0.03,0.08,0.1,0.02,0.04,0.005,30,76.00211587,0.13111714,64.38219293,,0.057204543,6.334097161,12.3734117,2.610707819,1.568740583,4.370245854,2.946424166,8.233,5.071,39.39,1,67,0,-0.00021,0,0,4555.545736,6223.488928,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000569463
MI,Wayne,26163518500,"+42.3732892,-083.0345719",71.6,21,18,14.5,19.5,14.3,6.8,11.8,10.3,6.9,49.7,37.4,84.2,62.3,80.1,26.4,22.6,53.2,8.296181321,2,15.2,,0.9304,0.9496,0.9191,0.7457,5.170631,0,0.8064,0.3828,0.8944,0.9292,0.8788,0.6475,3,0.4244,0,0,0.9513,0.9492,71.6,26.62,1.23,0.01,166.74,6.9,0.33,41,77,8,19.98193571,0,0.744273212,44,10.5,40,15,1.085920884,,196.86,188.97,1.41,6.48,,0,2982.340886,,331,0.3,0.05,0.03,0.08,0.09,0.02,0.03,0.005,30,87.30099405,,58.78689575,,0.05931214,5.597322146,11.50055642,2.632179207,1.47185136,4.518713925,3.172923883,8.1,4.976,39.56,2,58.4,0,-0.00027,-0.000152,0,7928.673004,11966.71086,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000536283
MI,Wayne,26163518600,"+42.3647264,-083.0294479",,24.6,20.6,12.6,22.6,16.4,8.2,14,11.2,6.8,54.1,38.8,85.3,57.8,80.9,22.3,19.9,46.4,9.088558409,2,17.9,,0.945,0.9317,0.858,0.9257,15.34527,0,0.9711,0.0072,0.9883,0,0.9659,0,3,0.5426,0,0,0.952,0.8924,36.8,8.94,1.31,0.01,166.28,6.9,,43,92,12,30.49744564,8,0.496996697,61.5,9.5,35,20,0.759648547,,75.12,71.79,1.24,2.09,,0,1270.47452,,250,0.3,0.05,0.02,0.08,0.09,0.02,0.03,0.005,30,81.44296308,,58.76206446,,0.057599138,5.264322159,10.5972203,2.282101065,1.561885317,2.814427406,2.275217652,8.267,4.982,39.62,2,64,0,-0.00031,0,0,10234.70088,7884.627181,9.41862E+11,11.17625713,2.796517372,-36.14738464,3.608889341,3.749058008,14.33333333,0.061017025,0,-2.35912323,-0.145168513,40.63075483,7.745175809,0,0.000533619
